gage_id,div_id
gage1,1282654751892611
gage1,1282654737679314
gage1,1282654721209905
gage1,1282635237697629
gage1,1282635226785916
gage1,1282636710776125
gage1,1282636589874156
gage1,1282636533910780
gage1,1282654801947935
gage1,1282654793989912
gage1,1282653477393864
gage1,1282653472887330
gage1,1282635263135079
gage1,1282635259216432
gage1,1282635164683232
gage1,1282635161183799
gage1,1283124227827891
gage1,1282636597548558
gage1,1283124172609990
gage1,1283124175243373
gage1,1282653630057074
gage1,1282653593895267
gage1,1282653555945389
gage1,1282653455410033
gage1,1282635173593938
gage1,1282635163154149
gage1,1283124269047514
gage1,1283124249032238
gage1,1283124246586398
gage1,1283124190687237
gage1,1283124193090236
gage1,1283124186135428
gage1,1282635196156919
gage1,1282635195376338
gage1,1282635184401211
gage1,1283125518318912
gage1,1283124280415433
gage1,1283124333210309
gage1,1283124267208113
gage1,1283124223152511
gage1,1283125444273452
gage1,1283124142304977
gage1,1283124135213081
gage1,1282636502760088
gage1,1282636493136491
gage1,1282636436236118
gage1,1282636419804273
gage1,1282636361054153
gage1,1282635125196847
gage1,1283125522726362
gage1,1283125541240040
gage1,1283124340851534
gage1,1283125467516665
gage1,1283125476233231
gage1,1283124157752883
gage1,1283124095938128
gage1,1282636500897872
gage1,1282636458050210
gage1,1282636383461170
gage1,1283125590481209
gage1,1283125557207425
gage1,1283125550142117
gage1,1283125545348154
gage1,1283125416807467
gage1,1283125317426566
gage1,1283124088192239
gage1,1282636477375121
gage1,1282636473725323
gage1,1282636398608267
gage1,1282636382497874
gage1,1283126798844085
gage1,1283126789714343
gage1,1283125332725103
gage1,1283125312962939
gage1,1283124079505675
gage1,1283124100317173
gage1,1283124039758155
gage1,1283124035414487
gage1,1282636393926660
gage1,1282636366064845
gage1,1283125349203853
gage1,1283125351558873
gage1,1283123992582707
gage1,1283123970158694
gage1,1282636358650027
gage1,1283125362294109
gage1,1283125374110921
gage1,1283125357644512
gage1,1283125344415693
gage1,1283123978506778
gage1,1283123972391222
gage1,1283125363006802
gage1,1283125366013459
gage1,1283125308727730
gage1,1283126543962550
gage1,1283125427373828
gage1,1283125353543469
gage1,1283126565765632
gage1,1283126542771364
gage1,1283125439313413
gage1,1283125433960559
gage1,1283127812669074
gage1,1283126573468358
gage1,1283126534628415
gage1,1283125296646990
gage1,1283125503377683
gage1,1283126678323482
gage1,1283126662964325
gage1,1283126625674628
gage1,1283127847386838
gage1,1283127852849519
gage1,1283126694362302
gage1,1283126678075780
gage1,1283126683168643
gage1,1283126711379594
gage1,1283127833475588
gage1,1283127832414612
gage1,1283127799451650
gage1,1283127780209055
gage1,1283128000390239
gage1,1283126712549269
gage1,1283126639559064
gage1,1283129089339384
gage1,1283127954196964
gage1,1283127950116681
gage1,1283127976661693
gage1,1283127981080055
gage1,1283127894164964
gage1,1283129229548479
gage1,1283129186543983
gage1,1283127921522934
gage1,1283127902203018
gage1,1283129242703263
gage1,1283129233810194
gage1,1283127932811206
gage1,1283129092915130
gage1,1283129241548844
gage1,1283129249820526
gage1,1283129228256160
gage1,1283129134249990
gage1,1283129101224281
gage1,1283130370027533
gage1,1283130369058065
gage1,1283129047632183
gage1,1283129028791488
gage1,1283129203223794
gage1,1283130370906826
gage1,1283130329327693
gage1,1283130377667642
gage1,1283129052806330
gage1,1283128994047063
gage1,1283128969492004
gage1,1283130438995981
gage1,1283130380098335
gage1,1283130332090246
gage1,1283130324964516
gage1,1283129081607926
gage1,1283130241637250
gage1,1283130452629863
gage1,1283130450434478
gage1,1283131591962668
gage1,1283130359952856
gage1,1283130352876991
gage1,1283130271873090
gage1,1283129215789023
gage1,1283130496726673
gage1,1283131551220814
gage1,1283131548785750
gage1,1283131541163425
gage1,1283130279659480
gage1,1283130270457966
gage1,1283131550409018
gage1,1283131540635268
gage1,1283130281670748
gage1,1283130204210797
gage1,1283131560473585
gage1,1283131556241958
gage1,1283131539901189
gage1,1283131529653095
gage1,1283130140537576
gage1,1283130124044126
gage1,1283131579864853
gage1,1283132810585599
gage1,1283131558792983
gage1,1283131545600268
gage1,1283131417418216
gage1,1283131464318960
gage1,1283130164672460
gage1,1283130139153565
gage1,1283128940830486
gage1,1283128875772225
gage1,1283132814824124
gage1,1283131644953869
gage1,1283132741727896
gage1,1283131508033330
gage1,1283131466683970
gage1,1283131398365105
gage1,1283128958151196
gage1,1283128942640625
gage1,1283128887570020
gage1,1283128859084000
gage1,1283132909117996
gage1,1283132837510519
gage1,1283132875000290
gage1,1283131636377822
gage1,1283132740773206
gage1,1283132737774816
gage1,1283132760132620
gage1,1283131416149276
gage1,1283131402996143
gage1,1283130126003527
gage1,1283128836691474
gage1,1283128844198474
gage1,1283134163557467
gage1,1283134095012598
gage1,1283132909926246
gage1,1283132900853039
gage1,1283132799574663
gage1,1283132848696965
gage1,1283131444179995
gage1,1283131415314163
gage1,1283134121166651
gage1,1283134123851395
gage1,1283134106797191
gage1,1283134053959830
gage1,1283132683629109
gage1,1283132686024851
gage1,1283131362966426
gage1,1283131349892178
gage1,1283134140465708
gage1,1283135370861735
gage1,1283135304203958
gage1,1283132697582646
gage1,1283132696842932
gage1,1283132710593843
gage1,1283132633040839
gage1,1283131374709003
gage1,1283132616234271
gage1,1283135330636886
gage1,1283135324108015
gage1,1283132797022796
gage1,1283133953370001
gage1,1283132715844609
gage1,1283132715638366
gage1,1283132565662810
gage1,1283131379435506
gage1,1283132585590288
gage1,1283132644107182
gage1,1283134032132613
gage1,1283133979631688
gage1,1283132658712733
gage1,1283132724450651
gage1,1283132714850460
gage1,1283132595979518
gage1,1283132534295690
gage1,1283133838252474
gage1,1283132600229005
gage1,1283134070822921
gage1,1283134032761210
gage1,1283133987946982
gage1,1283133991328558
gage1,1283133778091450
gage1,1283132539108191
gage1,1283133991016437
gage1,1283133997196884
gage1,1283133799798434
gage1,1283133780216825
gage1,1283133763655168
gage1,1283133993968568
gage1,1283133996808671
gage1,1283134009611254
gage1,1283133948545578
gage1,1283133811811121
gage1,1283133727686084
gage1,1283133935484908
gage1,1283133941768171
gage1,1283135238768603
gage1,1283133951444973
gage1,1283133950883849
gage1,1283133947880921
gage1,1283133935505193
gage1,1283133916159098
gage1,1283135239897264
gage1,1283133951119046
gage1,1283133951099322
gage1,1283135169797843
gage1,1283133950710917
gage1,1283133947690671
gage1,1283133947224658
gage1,1283133914349513
gage1,1283132670852631
gage1,1283135255864313
gage1,1283135172823712
gage1,1283135169849479
gage1,1283133868620320
gage1,1283133858788065
gage1,1283135281865220
gage1,1283135202768891
gage1,1283135172746779
gage1,1283135185073998
gage1,1283133887003045
gage1,1283133857554406
gage1,1283135210012920
gage1,1283135209789247
gage1,1283135144640088
gage1,1283135120210454
gage1,1283133804233667
gage1,1283135209752188
gage1,1283135159441143
gage1,1283135146036784
gage1,1283135051073564
gage1,1283135042375379
gage1,1283135148628056
gage1,1283135148278060
gage1,1283136329593804
gage1,1283136321912583
gage1,1283135083728946
gage1,1283135167366263
gage1,1283135151067910
gage1,1283135147730111
gage1,1283135144278237
gage1,1283136281193376
gage1,1283135082069278
gage1,1283135007908275
gage1,1283136410269202
gage1,1283136411344757
gage1,1283135033164102
gage1,1283135026407613
gage1,1283134990389936
gage1,1283134981278279
gage1,1283136257479633
gage1,1283135025889782
gage1,1283134982873589
gage1,1283133748118129
gage1,1283135031145967
gage1,1283135030748268
gage1,1283133709733779
gage1,1283133673424660
gage1,1283136194430157
gage1,1283136217242671
gage1,1283133687953507
gage1,1283133665672233
gage1,1283136196227182
gage1,1283134922654091
gage1,1283133631797429
gage1,1283133654792615
gage1,1283133646329410
gage1,1283136152912005
gage1,1283136140215593
gage1,1283133620427677
gage1,1283133617771665
gage1,1283136184656545
gage1,1283136167588561
gage1,1283136145158356
gage1,1283136136688683
gage1,1283137444491066
gage1,1283136246770286
gage1,1283136179351494
gage1,1283136101215402
gage1,1283136069723558
gage1,1283136134901464
gage1,1283134888200702
gage1,1283137407334062
gage1,1283137396210462
gage1,1283137370922603
gage1,1283136070837888
gage1,1283134840003196
gage1,1283134839281584
gage1,1283134877360736
gage1,1283136024838028
gage1,1283136017619448
gage1,1283134823316132
gage1,1283134817646346
gage1,1283134767960800
gage1,1283136034082027
gage1,1283111644370164
gage1,1283136003428113
gage1,1283134792524522
gage1,1283134804678786
gage1,1283134767173576
gage1,1283134758256247
gage1,1283136040290130
gage1,1283111669325705
gage1,1283134768149582
gage1,1283110386664122
gage1,1283134785379920
gage1,1283134756561575
gage1,1283134744237360
gage1,1283136043440423
gage1,1283111668911554
gage1,1283111679036888
gage1,1283110373582679
gage1,1283133546731302
gage1,1283133489091036
gage1,1283133493268626
gage1,1283137291599862
gage1,1283136052366756
gage1,1283112903353038
gage1,1283111658499991
gage1,1283112902235640
gage1,1283112914857824
gage1,1283110361406820
gage1,1283110350217544
gage1,1283137327681081
gage1,1283137307197589
gage1,1283112941441577
gage1,1283114195289008
gage1,1283112879609664
gage1,1283111660835578
gage1,1283109098522625
gage1,1283114186625081
gage1,1283112948968889
gage1,1283115468837043
gage1,1283111615703184
gage1,1283111596290280
gage1,1283114212657288
gage1,1283114210557227
gage1,1283112956462472
gage1,1283112943670572
gage1,1283112856208118
gage1,1283111614308104
gage1,1283111581765785
gage1,1283111579959381
gage1,1283114232460900
gage1,1283114231944815
gage1,1283138564196658
gage1,1283112877328804
gage1,1283112857969071
gage1,1283112838636190
gage1,1283111548401310
gage1,1283110318387543
gage1,1283111561267010
gage1,1283110335094423
gage1,1283139849843382
gage1,1283115468555063
gage1,1283115473537250
gage1,1283115472825639
gage1,1283138593659955
gage1,1283138581579961
gage1,1283114119410707
gage1,1283114118815868
gage1,1283112781533443
gage1,1283111546999121
gage1,1283110304922816
gage1,1283110292569932
gage1,1283114158559679
gage1,1283114141933052
gage1,1283114099199915
gage1,1283114063408574
gage1,1283112738669819
gage1,1283112725557005
gage1,1283111526810349
gage1,1283111518842280
gage1,1283110285509885
gage1,1283110273187126
gage1,1283115416290925
gage1,1283115421191809
gage1,1283112760156723
gage1,1283112756622449
gage1,1283112705070294
gage1,1283111467346258
gage1,1283111504396756
gage1,1283111489292596
gage1,1283114001200754
gage1,1283113994023211
gage1,1283111400447222
gage1,1283111391992802
gage1,1283111425759835
gage1,1283111429888377
gage1,1283110244142931
gage1,1283110238286689
gage1,1283114020836268
gage1,1283114008817511
gage1,1283113941641757
gage1,1283113929020304
gage1,1283111402179471
gage1,1283111392641309
gage1,1283110195731089
gage1,1283110133522513
gage1,1283108986738101
gage1,1283110213404117
gage1,1283114040666341
gage1,1283114046914516
gage1,1283114086935349
gage1,1283115328207937
gage1,1283113957468815
gage1,1283113953809916
gage1,1283113932050181
gage1,1283113921622197
gage1,1283111327502658
gage1,1283111379683111
gage1,1283110158322903
gage1,1283110105058136
gage1,1283110089259251
gage1,1283115344081053
gage1,1283115285516650
gage1,1283114107057790
gage1,1283115346598798
gage1,1283113973747749
gage1,1283113963579395
gage1,1283113926629529
gage1,1283112688458918
gage1,1283111303449709
gage1,1283110068200758
gage1,1283110115677825
gage1,1283110066684234
gage1,1283115361200480
gage1,1283115370177035
gage1,1283115308464288
gage1,1283115273659848
gage1,1283115228665565
gage1,1283115214455978
gage1,1283113974581708
gage1,1283113871564427
gage1,1283113871538473
gage1,1283112610435956
gage1,1283112601259310
gage1,1283110003183667
gage1,1283110084871147
gage1,1283110081346141
gage1,1283110031095706
gage1,1283110022170722
gage1,1283115371465857
gage1,1283115380317379
gage1,1283115326466709
gage1,1283115308976187
gage1,1283115259957372
gage1,1283115262322554
gage1,1283115157766121
gage1,1283113866962572
gage1,1283113870848074
gage1,1283112585204329
gage1,1283108791673185
gage1,1283108792542570
gage1,1283108851385268
gage1,1283108844911360
gage1,1283115388293695
gage1,1283115384755537
gage1,1283116625387131
gage1,1283116624086617
gage1,1283116492391296
gage1,1283112628072269
gage1,1283112608519704
gage1,1283113882015187
gage1,1283113829829285
gage1,1283116576009758
gage1,1283116570147669
gage1,1283112532007106
gage1,1283112517268948
gage1,1283115137483935
gage1,1283113891612113
gage1,1283113821497201
gage1,1283113805655091
gage1,1283116592556977
gage1,1283116595402349
gage1,1283116581397193
gage1,1283116574942114
gage1,1283112488137554
gage1,1283112468686550
gage1,1283111277862297
gage1,1283111272818754
gage1,1283115192728620
gage1,1283115192109567
gage1,1283113852681410
gage1,1283113832297194
gage1,1283117828077904
gage1,1283117830586604
gage1,1283116575802923
gage1,1283112430918490
gage1,1283112425135283
gage1,1283111227146463
gage1,1283111248932212
gage1,1283111193413553
gage1,1283110015058566
gage1,1283116424771924
gage1,1283116427262404
gage1,1283115097168450
gage1,1283115086891112
gage1,1283113791783648
gage1,1283113674443637
gage1,1283112445607109
gage1,1283112399732722
gage1,1283112401588652
gage1,1283110004898222
gage1,1283109951427133
gage1,1283109933982176
gage1,1283116441422868
gage1,1283116443631255
gage1,1283115091899508
gage1,1283115112074104
gage1,1283113700431543
gage1,1283113699522036
gage1,1283112371164345
gage1,1283113608952328
gage1,1283111219502664
gage1,1283111161143475
gage1,1283111163162994
gage1,1283111159739462
gage1,1283109996805485
gage1,1283109921838123
gage1,1283109842244011
gage1,1283109826606448
gage1,1283116528462416
gage1,1283116470382269
gage1,1283116459587913
gage1,1283116465776186
gage1,1283115045679639
gage1,1283115032725414
gage1,1283115134961122
gage1,1283115130938221
gage1,1283113723799331
gage1,1283113718790622
gage1,1283113660540258
gage1,1283112341445987
gage1,1283112353629943
gage1,1283113636137137
gage1,1283113567759907
gage1,1283111145166219
gage1,1283111138758522
gage1,1283109991981660
gage1,1283109975732158
gage1,1283109889948629
gage1,1283108654009693
gage1,1283109847722094
gage1,1283115034771239
gage1,1283115021692072
gage1,1283116358953577
gage1,1283115130163275
gage1,1283114957429217
gage1,1283114898724072
gage1,1283113655988660
gage1,1283111103243525
gage1,1283112352912243
gage1,1283114880333578
gage1,1283108665484953
gage1,1283108645716842
gage1,1283108562983550
gage1,1283108621290187
gage1,1283114995112907
gage1,1283114982093305
gage1,1283116388522874
gage1,1283116381572632
gage1,1283116293566513
gage1,1283115059090771
gage1,1283114987216309
gage1,1283114989681438
gage1,1283114923928243
gage1,1283114910132329
gage1,1283111152036149
gage1,1283111090978010
gage1,1283112365658615
gage1,1283112352177732
gage1,1283108721013337
gage1,1283108698211084
gage1,1283108626605381
gage1,1283108574763309
gage1,1283108555091907
gage1,1283108611451524
gage1,1283107370115661
gage1,1283116226301792
gage1,1283115006592477
gage1,1283116414716978
gage1,1283116409243485
gage1,1283116311917926
gage1,1283116304656646
gage1,1283116165636928
gage1,1283114942416155
gage1,1283111121550327
gage1,1283111137693081
gage1,1283111061795107
gage1,1283111070826227
gage1,1283113548236643
gage1,1283112293518933
gage1,1283112271197001
gage1,1283108728468057
gage1,1283108706058197
gage1,1283107391983847
gage1,1283107391378397
gage1,1283108547278999
gage1,1283107327446573
gage1,1283107315108629
gage1,1283117660089984
gage1,1283117665508301
gage1,1283117715781111
gage1,1283117703336249
gage1,1283116330612616
gage1,1283116274884366
gage1,1283116239507932
gage1,1283116243796124
gage1,1283116178998262
gage1,1283116179929466
gage1,1283109823167602
gage1,1283111059382460
gage1,1283111057153677
gage1,1283113568642260
gage1,1283113561620964
gage1,1283112295994933
gage1,1283112282473748
gage1,1283111033449259
gage1,1283111022979610
gage1,1283107365681219
gage1,1283107259130384
gage1,1283107253227882
gage1,1283107306698377
gage1,1283107307205891
gage1,1283107353605958
gage1,1283107272899385
gage1,1283117734520639
gage1,1283117720142030
gage1,1283117575950586
gage1,1283117575500893
gage1,1283116241540605
gage1,1283116204696557
gage1,1283116190925404
gage1,1283109878445516
gage1,1283109810138202
gage1,1283109821564696
gage1,1283109753353469
gage1,1283113584687025
gage1,1283113519923789
gage1,1283113490048603
gage1,1283112311110746
gage1,1283112236322891
gage1,1283112201186173
gage1,1283111008897494
gage1,1283107353062190
gage1,1283107342989521
gage1,1283107248385584
gage1,1283107239488137
gage1,1283107235146470
gage1,1283107221736679
gage1,1283107287218909
gage1,1283107275099213
gage1,1283106030265488
gage1,1283117596312807
gage1,1283117613883123
gage1,1283117508083157
gage1,1283117459043799
gage1,1283117445853195
gage1,1283109794737954
gage1,1283109794170689
gage1,1283109727251502
gage1,1283109782428329
gage1,1283114824236909
gage1,1283114753273965
gage1,1283113524925419
gage1,1283112251008315
gage1,1283112199065374
gage1,1283110964769257
gage1,1283107336990182
gage1,1283107333889639
gage1,1283107235568379
gage1,1283107241654025
gage1,1283107214130327
gage1,1283107264490392
gage1,1283106042261936
gage1,1283117618735660
gage1,1283118796424723
gage1,1283118786016452
gage1,1283117534116736
gage1,1283117545937251
gage1,1283109784394572
gage1,1283109771996250
gage1,1283109716036307
gage1,1283109703574593
gage1,1283108537693612
gage1,1283108469413603
gage1,1283114844266037
gage1,1283114774963553
gage1,1283114769914054
gage1,1283114758736396
gage1,1283113523318541
gage1,1283113417362647
gage1,1283112188610632
gage1,1283112152914746
gage1,1283110953667213
gage1,1283110941360167
gage1,1283107186915420
gage1,1283107164037579
gage1,1283118803263889
gage1,1283108533992393
gage1,1283108529527972
gage1,1283108477460203
gage1,1283108468141791
gage1,1283108447355589
gage1,1283108449929663
gage1,1283114785621649
gage1,1283114791233687
gage1,1283114712148560
gage1,1283114702587329
gage1,1283112187949423
gage1,1283112172087319
gage1,1283110892219710
gage1,1283110866833813
gage1,1283110912585915
gage1,1283110926542077
gage1,1283107147330174
gage1,1283108521084132
gage1,1283108507491726
gage1,1283108470740433
gage1,1283108461180598
gage1,1283108449602463
gage1,1283108440290309
gage1,1283114786426207
gage1,1283114795193484
gage1,1283114737665235
gage1,1283114733585984
gage1,1283114636594844
gage1,1283114688949004
gage1,1283113409774266
gage1,1283112180589808
gage1,1283112161467182
gage1,1283110903885563
gage1,1283110881247169
gage1,1283110855214270
gage1,1283109623807237
gage1,1283109682581702
gage1,1283109669030834
gage1,1283110921526709
gage1,1283110914821735
gage1,1283108499834102
gage1,1283108493207350
gage1,1283108393483960
gage1,1283108435819234
gage1,1283108436699871
gage1,1283107195634028
gage1,1283114857770064
gage1,1283116039845856
gage1,1283114745458091
gage1,1283115910321312
gage1,1283114681189593
gage1,1283113466040719
gage1,1283113457120977
gage1,1283112135512849
gage1,1283112066823804
gage1,1283110828010496
gage1,1283110805685414
gage1,1283110787065347
gage1,1283109606021408
gage1,1283109604798219
gage1,1283109649736890
gage1,1283109653831650
gage1,1283108376458169
gage1,1283108370650591
gage1,1283108416861950
gage1,1283107191083960
gage1,1283114868235135
gage1,1283114865695088
gage1,1283116121615018
gage1,1283116063129824
gage1,1283115993141650
gage1,1283115935313402
gage1,1283115918928931
gage1,1283114666850904
gage1,1283113407092489
gage1,1283113385528459
gage1,1283113424920867
gage1,1283113432169332
gage1,1283112078330534
gage1,1283110833038654
gage1,1283110820776224
gage1,1283110807122178
gage1,1283110794756153
gage1,1283109632252010
gage1,1283109573770348
gage1,1283109597452292
gage1,1283109588264109
gage1,1283107128215788
gage1,1283108352816811
gage1,1283116102248939
gage1,1283116105095598
gage1,1283116069993124
gage1,1283116085477837
gage1,1283116012191726
gage1,1283116014949322
gage1,1283116013010056
gage1,1283117187181561
gage1,1283115940462831
gage1,1283115940107935
gage1,1283114611023490
gage1,1283114659290877
gage1,1283114631510318
gage1,1283113371407979
gage1,1283112127059913
gage1,1283110780364298
gage1,1283110767246229
gage1,1283110747844721
gage1,1283110738400115
gage1,1283109548925565
gage1,1283109556848420
gage1,1283108344948932
gage1,1283108340948698
gage1,1283109525103602
gage1,1283109510274583
gage1,1283107120807065
gage1,1283116144479396
gage1,1283116135689417
gage1,1283117317666718
gage1,1283117326878944
gage1,1283117257377313
gage1,1283117259595275
gage1,1283117273901605
gage1,1283117191575125
gage1,1283117184182662
gage1,1283115871105310
gage1,1283115852092409
gage1,1283114598285553
gage1,1283114643333325
gage1,1283109467770648
gage1,1283108397050686
gage1,1283108331847945
gage1,1283108307576203
gage1,1283108304834150
gage1,1283109514320992
gage1,1283108285882600
gage1,1283108255118138
gage1,1283108261075883
gage1,1283117389932676
gage1,1283117389131211
gage1,1283116140128988
gage1,1283116130703474
gage1,1283117337797231
gage1,1283117279247102
gage1,1283117214632219
gage1,1283117202417775
gage1,1283117126007877
gage1,1283117206650966
gage1,1283114603462772
gage1,1283114597242460
gage1,1283113337001926
gage1,1283113405020345
gage1,1283109470283350
gage1,1283109470461174
gage1,1283108309816913
gage1,1283108312448968
gage1,1283107000854846
gage1,1283107046967444
gage1,1283109504129452
gage1,1283108278904407
gage1,1283108253603171
gage1,1283108237126585
gage1,1283116156310255
gage1,1283116143866569
gage1,1283117354265746
gage1,1283117346131464
gage1,1283117237075815
gage1,1283117242647130
gage1,1283117215598558
gage1,1283117138162807
gage1,1283115895998835
gage1,1283114617876451
gage1,1283114556328329
gage1,1283115847239632
gage1,1283114521382390
gage1,1283114567621136
gage1,1283113313363145
gage1,1283113304959961
gage1,1283108300111994
gage1,1283108364889672
gage1,1283109448750497
gage1,1283108223486104
gage1,1283117400867559
gage1,1283117453225839
gage1,1283117371621723
gage1,1283117373998190
gage1,1283117424473694
gage1,1283118474299811
gage1,1283118472260812
gage1,1283117153853421
gage1,1283117139727709
gage1,1283115780650148
gage1,1283115849678604
gage1,1283114545310338
gage1,1283114557701354
gage1,1283114516445654
gage1,1283113274045924
gage1,1283113263767007
gage1,1283111999088929
gage1,1283113283629170
gage1,1283113281768205
gage1,1283112059767808
gage1,1283108290053886
gage1,1283107057796559
gage1,1283108212933200
gage1,1283108213865280
gage1,1283117436002534
gage1,1283117428966570
gage1,1283117483401086
gage1,1283117478948468
gage1,1283118623345993
gage1,1283118612742883
gage1,1283118610786952
gage1,1283118476292817
gage1,1283118487650548
gage1,1283117182498552
gage1,1283117155931157
gage1,1283115807184244
gage1,1283115822889503
gage1,1283115873072891
gage1,1283115872375545
gage1,1283114486055567
gage1,1283115714798907
gage1,1283113195898010
gage1,1283113183391918
gage1,1283111956408571
gage1,1283111940691216
gage1,1283112052336725
gage1,1283112033969945
gage1,1283108211532838
gage1,1283108198727505
gage1,1283108207195974
gage1,1283108207043368
gage1,1283108197660649
gage1,1283118731107408
gage1,1283118710483563
gage1,1283118710919349
gage1,1283118635465491
gage1,1283118631519840
gage1,1283118673555930
gage1,1283118666311579
gage1,1283118528411088
gage1,1283117302473063
gage1,1283118510421115
gage1,1283118505916368
gage1,1283118423836778
gage1,1283117110002388
gage1,1283117099209149
gage1,1283114485384269
gage1,1283114468893088
gage1,1283115808243284
gage1,1283115734079841
gage1,1283113201218550
gage1,1283113182218131
gage1,1283113226172845
gage1,1283113216041330
gage1,1283112032410127
gage1,1283112013604859
gage1,1283108220842381
gage1,1283108137367443
gage1,1283108187265908
gage1,1283108171625739
gage1,1283119945806680
gage1,1283119943733883
gage1,1283119886765209
gage1,1283119876625739
gage1,1283118653159660
gage1,1283118690950165
gage1,1283118742406862
gage1,1283118539361029
gage1,1283117300235265
gage1,1283118520726163
gage1,1283119745980130
gage1,1283118459947055
gage1,1283118449965816
gage1,1283118351432334
gage1,1283118409995450
gage1,1283118345888091
gage1,1283118278074278
gage1,1283115716336483
gage1,1283114490435513
gage1,1283114448842160
gage1,1283114386924712
gage1,1283115834867191
gage1,1283117062794166
gage1,1283115749896060
gage1,1283115747913092
gage1,1283113203313070
gage1,1283113190404846
gage1,1283113171616023
gage1,1283113169120524
gage1,1283110716650147
gage1,1283110768547791
gage1,1283108129645014
gage1,1283108127165000
gage1,1283119978460993
gage1,1283119970088193
gage1,1283119973192485
gage1,1283119753309249
gage1,1283118579408737
gage1,1283119758405769
gage1,1283119754844363
gage1,1283118435262885
gage1,1283118425914482
gage1,1283118293885198
gage1,1283118273185479
gage1,1283114427899148
gage1,1283115660482761
gage1,1283113150316181
gage1,1283117017209096
gage1,1283115774623931
gage1,1283115764585343
gage1,1283113116235676
gage1,1283113094093923
gage1,1283113103314139
gage1,1283111927398184
gage1,1283111925142428
gage1,1283110739624210
gage1,1283110687456782
gage1,1283108132282277
gage1,1283108131867869
gage1,1283119816256991
gage1,1283118584566723
gage1,1283119775001879
gage1,1283119760896684
gage1,1283118306259642
gage1,1283118299008594
gage1,1283114408314311
gage1,1283114424040449
gage1,1283115769652956
gage1,1283117011325079
gage1,1283113121538073
gage1,1283113114839138
gage1,1283113104357934
gage1,1283113095879402
gage1,1283111907943585
gage1,1283111892127416
gage1,1283111903881695
gage1,1283111883238061
gage1,1283110664848608
gage1,1283109410270818
